cost_multiplier,annual_return,annual_volatility,sharpe,max_drawdown,total_transaction_cost,total_borrow_cost,total_funding_cost
1.0,-0.07792886650254871,0.007356911401287534,-10.592606360450443,-0.20945117996430718,0.020749833541221712,0.00044102347931379,0.0005015471192304883
2.0,-0.0845133394523091,0.007520015638651504,-11.238452619423557,-0.22569404480662314,0.041499667082443424,0.00044102347931379,0.0005015471192304883
