feature,coef
const,0.18061878408715046
residual,0.9897203736175216
residual_z,-2.9905458049448943
abs_residual_z,2.6034828637502296
residual_diff_1,0.36783123039270854
residual_diff_3,0.2806350959292949
residual_vol_20,-0.010996433660992838
factor_mean_ret_3,0.3446987483543748
factor_vol_20,-0.5284846333544166
