date,basis,basis_z,signal,gross_return,transaction_cost,funding_cost,net_return,equity_curve
2023-03-18,-1.8210708677912635e-05,0.7858113551132593,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-19,-0.0006139974806931292,-1.3374692852676384,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-20,-0.0004658874653902245,-0.7691567328359953,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-21,-0.000511419124448409,-0.9084552708223844,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-22,-0.0006302678920508953,-1.3042878556413782,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-23,-0.00039979137856249736,-0.4600644868493024,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-24,-0.0005672816377479961,-1.0256267988619587,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-25,-0.0005700210952870322,-1.0037774272336215,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-26,-0.0004917533071147062,-0.7098545552493367,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-27,-0.0004760595780179955,-0.631210034692661,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-28,-0.00041716527449153773,-0.4202798101217713,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-29,-0.000356342099239626,-0.2038320682264918,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-30,-0.0004828389740207939,-0.6311106728583521,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-03-31,-0.00036753170550340997,-0.2158420758243097,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-01,-0.0003139031527350511,-0.027509037933843943,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-02,-0.0003788183433854897,-0.2452796194191758,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-03,-0.0005001250416825087,-0.6462344443993016,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-04,-0.000364697370034861,-0.14699872191204147,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-05,-0.0005684964700201078,-0.8563999306123367,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-06,-0.00039317390673865305,-0.21983467627174752,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-07,-0.0005602448879020727,-0.7905194894499926,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-08,-0.0004826068308787512,-0.4972820220219366,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-09,-0.0005071233993572122,-0.569602492461215,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-10,-0.0004805904334865829,-0.464742059726089,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-11,-0.0005074064222245767,-0.5393238751293961,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-12,-0.0004373938691024648,-0.2835714051885875,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-13,-0.0003668302516057764,-0.043338616708507166,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-14,-0.0004540378669410927,-0.3600404060989674,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
2023-04-15,-0.000485014658170968,-0.46208112130160184,0.0,0.0,0.0,0.0,0.0,0.9998965702134995
