feature,coef
const,-0.0010210308540067369
residual,2.1468070041214684
residual_z,-1.892187509642659
abs_residual_z,0.9098991652080904
residual_diff_1,-0.11752630906810033
residual_diff_3,-0.37019867131601986
residual_vol_20,0.07326948283569067
factor_mean_ret_3,0.15927085129443747
factor_vol_20,0.0572942663404824
